ad_account_id,game_id,channel_id,source_id,budget_mode,create_time,optimization_goal,time_series,bid_strategy,bid_amount,daily_budget,expand_enabled,expand_targeting,app_install_status,gender,game_consumption_level,age,network_type,deep_conversion_type,deep_conversion_behavior_spec,deep_conversion_worth_spec,intention_targeting_tags,interest_category_id_list,interest_keyword_list,behavior_category_id_list,behavior_intensity,behavior_keyword_list,behavior_scene,behavior_time_window,conversion_behavior_list,excluded_dimension,location_types,regions,device_price,image_id,deep_link_url,adcreative_template_id,page_spec,page_type,site_set,label,promoted_object_id,promoted_object_type,automatic_site_enabled,link_name_type,link_page_type,profile_id,link_page_spec,adcreative_elements,label_ids,tdate,amount,new_role_money,roi,pay_rate
8929,1001444,21358,1047178,0,2021-10-04 23:10:26,OPTIMIZATIONGOAL_APP_ACTIVATE,111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111,BID_STRATEGY_TARGET_COST,17463,0,False,[],['NOT_INSTALLED'],,,"[{'min': 20, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,,39297,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1558408617,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 116830, 'bottom_text': '你牛你来试试！', 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 116830, 'button_text': '立即试玩', 'title': '无限关卡游戏，休闲不伤脑。', 'brand': {'brand_name': '绝地末日', 'brand_img': 101812}}",20,2021-10-05,703.08,48.0,0.068271,0.25
8929,1001444,21358,1047187,0,2021-10-04 23:10:26,OPTIMIZATIONGOAL_APP_ACTIVATE,111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111111111000000000111111111111111111111111111111111,BID_STRATEGY_TARGET_COST,16615,0,False,[],['NOT_INSTALLED'],,,"[{'min': 20, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,,39206,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1558408617,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 116442, 'bottom_text': '你牛你来试试！', 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 116442, 'button_text': '立即试玩', 'title': '无限关卡游戏，休闲不伤脑。', 'brand': {'brand_name': '绝地末日', 'brand_img': 101812}}",27,2021-10-06,715.86,116.0,0.162043,0.5
8937,1001446,20143,1043359,0,2021-10-03 09:36:14,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000001111111111111111111111111111111111111111100000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,424021,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 60}]",,,,,[205],"[38, 631, 632]",,"[163, 85, 102, 809, 38, 72, 162]",['BEHAVIOR_INTEREST_INTENSITY_ALL'],"['世界末日', '中土世界', '凯迪拉克', '奔驰', '奥迪', '宝马', '末日', '末日世界', '末日浩劫', '沃尔沃', '豪华车', '雷克萨斯', '魔鬼末日']",['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_THIRTY_DAY,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,,34373,,721,"{'override_canvas_head_option': 'OPTION_CREATIVE_OVERRIDE_CANVAS', 'page_id': 2255411413}",PAGE_TYPE_CANVAS_WECHAT,['SITE_SET_MOMENTS'],,1573087927,PROMOTED_OBJECT_TYPE_APP_IOS,False,DOWNLOAD_APP,LINK_PAGE_TYPE_DEFAULT,522514,,"{'video': 106026, 'title': '智商149卡在了39关，这款游戏太烧脑，你能过几关？'}",20,2021-10-03,3448.12,80.0,0.023201,0.0417
8938,1001447,20143,1048069,0,2021-10-05 11:10:18,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,12139,0,False,[],,['MALE'],,"[{'min': 24, 'max': 60}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.015}",,,,,,,,,,,,,,38868,,721,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']","['丧尸', '末日', '礼包', '氪金', 'ssr']",1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 114852, 'description': '朋友被我带入坑，玩得比我还猛！', 'video': 114852, 'button_text': '立即下载', 'title': '幸存者挑战', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-10-07,712.15,140.0,0.196588,0.5
9121,1001446,20143,1023364,0,2021-09-29 15:21:20,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,210729,0,False,[],,['MALE'],,"[{'min': 24, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,,38868,,721,"{'override_canvas_head_option': 'OPTION_CREATIVE_OVERRIDE_CANVAS', 'page_id': 2270524789}",PAGE_TYPE_CANVAS_WECHAT,['SITE_SET_MOMENTS'],,1573087927,PROMOTED_OBJECT_TYPE_APP_IOS,False,DOWNLOAD_APP,LINK_PAGE_TYPE_DEFAULT,554828,,"{'video': 114852, 'title': '朋友被我带入坑，玩的比我还厉害！'}",20,2021-10-02,1149.02,472.0,0.410785,0.2
9126,1001447,21213,1029121,0,2021-09-30 10:06:31,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,421850,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 66}]",,,,,,,,,,,,,['OPTIMIZATIONGOAL_APP_ACTIVATE'],EXCLUDED_DIMENSION_APP,,,,39298,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 116838, 'description': '闯关+逃生，没WiFi也能玩一天，试试你能过几关？', 'video': 116838, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又过瘾', 'brand': {'brand_name': 'N1计划', 'brand_img': 71531}}",20,2021-10-01,1102.94,140.0,0.126933,0.0909
9127,1001447,21213,1029849,0,2021-09-30 11:28:16,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,10792,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",,,,,,,,,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,,38396,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 113497, 'description': '闯关+逃生，没WiFi也能玩一天，试试你能过几关？', 'video': 113497, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 78613}}",20,2021-10-05,5373.79,84.0,0.015631,0.0714
9127,1001447,21213,1029855,0,2021-09-30 11:29:12,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,10058,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",,,,,,,,,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,,35378,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 104710, 'description': '闯关+逃生，没WiFi也能玩一天，试试你能过几关？', 'video': 104710, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 78613}}",20,2021-10-06,978.72,246.0,0.251349,0.3333
9127,1001447,21213,1040841,0,2021-10-02 11:28:15,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,403678,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 66}]",,,,,,,,,,,,,['OPTIMIZATIONGOAL_APP_ACTIVATE'],EXCLUDED_DIMENSION_APP,,,,38396,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 113497, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 113497, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 78613}}",20,2021-10-02,5465.05,146.0,0.026715,0.0213
9127,1001446,21213,1046675,0,2021-10-04 16:50:14,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,15233,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",,,,,,,,,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,,34203,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1573087927,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 104884, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 104884, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': '幸存挑战', 'brand_img': 112395}}",20,2021-10-06,286.3,80.0,0.279427,0.5
9127,1001446,21213,1046674,0,2021-10-04 16:50:14,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,11802,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",,,,,,,,,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,,38613,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1573087927,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 113833, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 113833, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': '幸存挑战', 'brand_img': 112395}}",20,2021-10-05,2263.65,238.0,0.10514,0.1111
9198,1001447,21337,1040602,0,2021-10-02 10:11:17,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8148,0,False,[],['NOT_INSTALLED'],,,"[{'min': 24, 'max': 48}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",[893],[205],"['梦幻西游', 'qq飞车', 'qq飞车手游', '一念逍遥', '万国觉醒', '王者荣耀', '王者', '荣耀王者', '和平精英', '掌上和平精英', '梦幻西游网页版', '梦幻西游玩家', '三国志', '三国志2', '斗罗大陆', '斗罗大陆手游', '穿越火线', '手游穿越火线', '穿越火线-枪战王者', '原神', '原神觉醒', '梦幻新诛仙', '梦幻新诛仙3', '梦幻新诛仙手游', '天涯明月刀', '天涯明月刀手游', '大话西游', '大话西游手游', '火影忍者', '火影忍者手游', '小浣熊百将传', '金铲铲之战', '万国觉醒手游', '阴阳师世界', '阴阳师手游', '航海王热血航线', '斗地主', '欢乐斗地主', '经典斗地主']",[205],['BEHAVIOR_INTEREST_INTENSITY_ALL'],"['王者荣耀', '一念逍遥', '万国觉醒', '王者', '荣耀王者', '和平精英', '掌上和平精英', '梦幻西游', '梦幻西游网页版', '梦幻西游玩家', '三国志', '三国志2', '斗罗大陆', '斗罗大陆手游', '穿越火线', '手游穿越火线', '穿越火线-枪战王者', '原神', '原神觉醒', '梦幻新诛仙', '梦幻新诛仙3', '梦幻新诛仙手游', 'qq飞车', 'qq飞车手游', '天涯明月刀', '天涯明月刀手游', '大话西游', '大话西游手游', '火影忍者', '火影忍者手游', '小浣熊百将传', '金铲铲之战', '万国觉醒手游', '阴阳师世界', '阴阳师手游', '航海王热血航线', '斗地主', '欢乐斗地主', '经典斗地主']",['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,,,,,,39187,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 116326, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 116326, 'button_text': '下载应用', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': 'n1计划', 'brand_img': 78613}}",20,2021-10-03,578.6,190.0,0.328379,0.25
9199,1001447,21337,1036430,0,2021-10-01 09:33:15,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,9875,0,False,[],['NOT_INSTALLED'],,,"[{'min': 22, 'max': 56}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",[893],[205],,[205],['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,,,,,,38993,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 115444, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 115444, 'button_text': '下载应用', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-10-02,2252.46,176.0,0.078137,0.0769
9199,1001447,21337,1048009,0,2021-10-05 10:25:17,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8167,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 46}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",,,,,,,,,,,,,,39428,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 117371, 'description': '末日生存游戏，休闲不伤脑没wifi也能玩！', 'video': 117371, 'button_text': '下载应用', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': 'n1计划', 'brand_img': 78613}}",20,2021-10-05,213.29,60.0,0.281307,0.5
9217,1001617,21207,1036190,0,2021-10-01 09:05:19,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,377754,0,False,[],,['MALE'],,"[{'min': 20, 'max': 50}]",,,,,[205],"[205, 164, 16]",,"[205, 164, 16]",['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,,,,,,38868,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],1570594902,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 115435, 'description': '只用一根手指头，没wifi也能玩一天！', 'video': 115435, 'button_text': '下载游戏', 'title': '闯关+烧脑，你能玩到第几关？', 'brand': {'brand_name': '幸存挑战', 'brand_img': 112395}}",20,2021-10-01,3577.6,264.0,0.073792,0.0588
9220,1001617,21207,1036253,0,2021-10-01 09:08:14,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,410165,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 20, 'max': 50}]",,,,,[893],[205],,[205],['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,,,,,,39028,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],1570594902,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 115616, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 115616, 'button_text': '下载游戏', 'title': '休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 77752}}",20,2021-10-01,2177.71,122.0,0.056022,0.0741
9221,1001617,21207,1040405,0,2021-10-02 09:08:14,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,414049,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 20, 'max': 50}]",,,,,[893],[205],,[205],['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,,,,,,37791,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1570594902,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 109556, 'description': '闯关+逃生，没WiFi也能玩一天，试试你能过几关？', 'video': 109556, 'button_text': '立即下载', 'title': '处处是陷阱，求生全靠智商~', 'brand': {'brand_name': 'N1计划', 'brand_img': 97196}}",20,2021-10-02,3770.56,366.0,0.097068,0.0357
9225,1001617,21207,1040269,0,2021-10-02 09:04:31,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,412657,0,False,[],,['MALE'],,"[{'min': 20, 'max': 50}]",,,,,[205],"[205, 164, 16]",,"[205, 164, 16]",['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,,,,,,38683,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1570594902,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 114221, 'description': '末日主题生存游戏，没有wifi也能玩！', 'video': 114221, 'button_text': '下载游戏', 'title': '休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 77752}}",20,2021-10-02,515.88,60.0,0.116306,0.2
9226,1001617,21207,1036178,0,2021-10-01 09:05:19,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_TARGET_COST,418649,0,False,[],['NOT_INSTALLED'],,"['HIGH', 'NORMAL']","[{'min': 20, 'max': 50}]",,,,,[205],"[51, 85, 102, 160, 161, 814, 38, 631, 632]",,"[61, 1086, 85, 102, 809, 1657, 817, 818, 19, 831, 1104, 1105, 38, 631, 632]",['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,,38670,,1480,"{'override_canvas_head_option': 'OPTION_CREATIVE_OVERRIDE_CANVAS', 'page_id': '2270553984'}",PAGE_TYPE_CANVAS_WECHAT,['SITE_SET_MOMENTS'],,1570594902,PROMOTED_OBJECT_TYPE_APP_IOS,False,DOWNLOAD_APP,LINK_PAGE_TYPE_DEFAULT,555251,,"{'short_video_struct': {'short_video1': 114150}, 'title': '小姨子天天都在玩的，原来是这款游戏！'}",20,2021-10-01,440.91,234.0,0.530721,1.0
9228,1001447,21395,1038840,0,2021-10-01 18:30:16,OPTIMIZATIONGOAL_FIRST_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,422652,0,False,[],['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 66}]","['WIFI', 'NET_4G']",,,,[205],[205],,[205],['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,['OPTIMIZATIONGOAL_APP_ACTIVATE'],EXCLUDED_DIMENSION_APP,,,,38823,,721,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1552323463,PROMOTED_OBJECT_TYPE_APP_IOS,False,,,,,"{'image': 114677, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 114677, 'button_text': '立即下载', 'title': '解谜逃生，你能过几关？', 'brand': {'brand_name': 'N1计划', 'brand_img': 112395}}",20,2021-10-02,589.46,396.0,0.671801,0.0625
